, Total Cost ex VAT ,Travel Class,day,month,Journey Finish Point_le,Journey Start Point_le,Air Carrier_le
0,81.52,0,10,2,109,39,32
1,217.14,0,29,3,122,58,28
2,7969.2,2,7,4,166,59,17
3,272.82,2,7,4,66,58,17
4,7969.2,2,7,4,166,59,17
5,387.6,0,8,4,127,59,12
6,206.03,0,9,4,121,95,32
7,278.8,0,10,4,121,59,17
8,278.8,0,10,4,121,59,17
9,214.68,0,12,4,60,59,1
10,190.43,0,12,4,66,96,28
11,335.8,0,13,4,121,59,17
12,298.17,0,13,4,66,60,17
13,287.22,2,13,4,66,59,17
14,258.51,0,13,4,121,95,32
15,145.0,0,13,4,121,86,11
16,117.9,0,13,4,121,58,17
17,117.9,0,13,4,121,58,17
18,336.6,0,14,4,187,58,17
19,196.4,0,14,4,121,58,17
20,196.4,0,14,4,121,58,17
21,177.51,0,14,4,197,60,59
22,111.4,0,14,4,121,58,17
23,1472.42,2,15,4,17,59,18
24,879.02,2,15,4,17,59,18
25,1472.42,2,15,4,17,59,18
26,438.2,2,16,4,6,58,17
27,181.06,0,16,4,109,4,28
28,181.06,0,16,4,109,4,28
29,164.82,0,16,4,109,32,17
30,62.4,0,16,4,102,8,48
31,53.99,0,16,4,71,15,54
32,53.99,0,16,4,71,15,54
33,53.99,0,16,4,71,15,54
34,53.99,0,16,4,71,15,54
35,559.31,0,19,4,191,65,59
36,503.41,0,19,4,152,16,8
37,295.73,0,19,4,152,59,8
38,409.55,0,20,4,106,32,32
39,409.55,0,20,4,106,32,32
40,334.87,0,20,4,18,95,32
41,217.17,0,20,4,111,32,17
42,199.68,0,20,4,60,59,1
43,190.17,0,20,4,66,60,17
44,152.7,0,20,4,110,52,24
45,116.69,0,20,4,49,59,18
46,116.69,0,20,4,49,59,18
47,65.18,0,20,4,18,59,18
48,224.4,0,21,4,121,58,17
49,224.4,0,21,4,121,58,17
50,84.16,0,21,4,109,24,28
51,84.16,0,21,4,109,24,28
52,71.44,0,21,4,66,16,28
53,63.98,0,21,4,110,10,1
54,338.81,0,22,4,6,60,8
55,338.81,0,22,4,6,60,8
56,270.23,0,22,4,66,60,17
57,132.88,0,22,4,77,58,17
58,1709.63,0,23,4,54,59,8
59,274.8,2,23,4,121,59,17
60,198.88,0,23,4,77,58,17
61,95.98,0,23,4,110,39,17
62,1709.63,0,23,4,54,59,8
63,346.04,2,27,4,1,59,17
64,251.11,0,28,4,26,32,32
65,110.36,0,28,4,18,61,28
66,110.36,0,28,4,18,61,28
67,97.19,0,28,4,113,9,28
68,97.19,0,28,4,113,9,28
69,97.19,0,28,4,113,9,28
70,97.19,0,28,4,113,9,28
71,305.5,0,29,4,177,95,27
72,244.7,0,29,4,177,95,27
73,419.1,0,4,5,74,59,17
74,2095.13,2,5,5,126,59,17
75,1191.13,1,5,5,129,59,17
76,251.89,0,5,5,140,59,17
77,245.81,0,5,5,60,60,8
78,239.96,0,5,5,140,58,32
79,235.89,0,5,5,140,59,17
80,2095.13,2,5,5,126,59,17
81,1191.13,1,5,5,129,59,17
82,327.18,2,6,5,18,59,18
83,327.18,2,6,5,18,59,18
84,167.76,0,6,5,119,61,28
85,167.75,0,6,5,119,61,28
86,83.9,0,6,5,111,29,8
87,83.9,0,6,5,111,29,8
88,68.9,0,6,5,121,58,17
89,64.37,0,6,5,110,29,1
90,56.19,0,6,5,60,59,18
91,46.19,0,6,5,60,59,18
92,46.19,0,6,5,60,59,18
93,2974.4,2,7,5,110,70,17
94,208.93,0,7,5,18,13,32
95,39.0,0,7,5,18,13,32
96,2974.4,2,7,5,110,70,17
97,256.96,0,10,5,1,58,32
98,199.04,0,10,5,1,59,17
99,191.29,0,10,5,74,59,59
100,1747.33,0,11,5,101,59,17
101,1747.33,0,11,5,101,59,17
102,346.04,2,11,5,1,59,17
103,305.69,1,11,5,1,59,18
104,234.82,2,11,5,109,32,17
105,200.3,0,11,5,1,59,17
106,186.3,0,11,5,121,59,17
107,171.9,0,11,5,121,58,17
108,96.0,0,11,5,93,60,14
109,86.49,0,11,5,109,1,32
110,72.72,0,11,5,6,61,28
111,72.72,0,11,5,6,61,28
112,72.72,0,11,5,6,61,28
113,72.72,0,11,5,6,61,28
114,67.59,0,11,5,84,61,28
115,67.59,0,11,5,84,61,28
116,67.59,0,11,5,84,61,28
117,67.59,0,11,5,84,61,28
118,60.0,0,11,5,1,59,17
119,55.88,0,11,5,6,61,28
120,35.88,0,11,5,84,61,28
121,1747.33,0,11,5,101,59,17
122,1747.33,0,11,5,101,59,17
123,380.9,0,12,5,1,65,18
124,221.04,0,12,5,1,59,17
125,182.6,0,12,5,107,59,17
126,181.0,0,12,5,93,60,14
127,61.5,0,12,5,19,61,28
128,61.5,0,12,5,19,61,28
129,61.5,0,12,5,19,61,28
130,61.5,0,12,5,19,61,28
131,61.5,0,12,5,19,61,28
132,61.5,0,12,5,19,61,28
133,25.0,0,12,5,1,59,17
134,439.4,2,13,5,152,4,41
135,321.04,0,13,5,1,59,17
136,310.7,0,13,5,187,58,17
137,288.9,2,13,5,121,58,17
138,214.9,0,13,5,121,58,17
139,214.9,0,13,5,121,58,17
140,205.9,0,13,5,121,32,18
141,197.09,0,13,5,74,59,59
142,181.0,0,13,5,93,60,14
143,181.0,0,13,5,93,60,14
144,131.98,0,13,5,23,96,54
145,123.48,0,13,5,140,58,32
146,199.0,0,14,5,31,1,27
147,175.81,0,14,5,60,60,8
148,3210.43,2,16,5,182,59,65
149,1275.12,2,16,5,2,59,18
150,1275.12,2,16,5,2,59,18
151,405.0,0,16,5,110,84,17
152,76.0,0,16,5,169,47,13
153,1275.12,2,16,5,2,59,18
154,1275.12,2,16,5,2,59,18
155,3210.43,2,16,5,182,59,65
156,279.9,0,17,5,35,59,17
157,366.41,0,18,5,74,60,59
158,244.1,0,18,5,74,59,17
159,289.28,2,19,5,77,59,17
160,252.23,0,19,5,77,60,17
161,248.28,0,19,5,77,59,17
162,162.88,0,19,5,77,58,17
163,132.88,0,19,5,77,58,17
164,132.43,0,19,5,107,58,26
165,84.93,0,19,5,74,58,28
166,81.94,0,19,5,77,16,28
167,64.48,0,19,5,109,78,32
168,551.7,0,20,5,117,59,57
169,355.7,0,20,5,117,59,17
170,289.28,2,20,5,77,59,17
171,269.74,2,20,5,110,1,17
172,248.98,0,20,5,110,39,17
173,450.4,0,21,5,191,59,17
174,412.4,0,21,5,191,59,17
175,346.5,0,21,5,152,59,17
176,297.5,0,21,5,152,59,17
177,274.82,2,21,5,66,58,17
178,194.3,0,21,5,121,59,17
179,170.69,0,21,5,121,59,18
180,60.0,0,21,5,152,59,17
181,196.96,0,22,5,1,58,32
182,426.54,0,24,5,96,59,17
183,424.26,0,24,5,77,95,32
184,424.26,0,24,5,77,95,32
185,196.0,0,24,5,1,31,27
186,176.6,0,24,5,96,1,32
187,176.38,0,24,5,70,59,44
188,176.38,0,24,5,70,59,44
189,2312.93,0,25,5,195,59,17
190,1847.53,2,25,5,178,59,17
191,408.4,0,25,5,152,59,17
192,339.01,0,25,5,6,16,41
193,226.46,0,25,5,121,95,32
194,214.17,0,25,5,109,29,1
195,74.48,0,25,5,121,32,32
196,60.47,0,25,5,19,58,28
197,60.47,0,25,5,19,58,28
198,58.94,0,25,5,19,58,28
199,1847.53,2,25,5,178,59,17
200,2312.93,0,25,5,195,59,17
201,3718.93,2,26,5,195,59,65
202,448.3,0,26,5,21,59,17
203,253.3,0,26,5,21,59,17
204,240.96,0,26,5,140,58,32
205,240.96,0,26,5,140,58,32
206,160.68,0,26,5,60,59,1
207,150.0,0,26,5,89,1,27
208,139.3,0,26,5,121,59,17
209,131.14,0,26,5,1,50,32
210,96.4,0,26,5,66,65,18
211,86.94,0,26,5,19,58,28
212,81.94,0,26,5,77,16,28
213,3718.93,2,26,5,195,59,65
214,355.3,0,27,5,21,59,17
215,325.3,0,27,5,21,59,17
216,208.82,0,27,5,109,32,17
217,142.48,0,27,5,169,9,15
218,91.18,0,27,5,18,59,18
219,80.49,0,27,5,109,9,32
220,68.5,0,27,5,109,9,32
221,68.48,0,27,5,26,9,32
222,58.98,0,27,5,169,9,15
223,36.49,0,27,5,109,9,32
224,224.23,0,28,5,77,60,17
225,2278.23,0,29,5,175,59,17
226,253.5,0,29,5,121,95,32
227,2278.23,0,29,5,175,59,17
228,2415.03,2,30,5,5,59,17
229,2415.03,2,30,5,5,59,17
230,2415.03,2,30,5,5,59,17
231,2415.03,2,30,5,5,59,17
232,247.28,2,2,6,77,59,17
233,100.93,0,2,6,77,58,28
234,427.23,2,3,6,77,60,17
235,233.28,0,3,6,77,59,17
236,153.87,0,3,6,18,58,32
237,147.88,0,3,6,77,58,17
238,59.97,0,3,6,18,65,32
239,433.3,2,4,6,110,65,17
240,248.98,2,4,6,110,39,17
241,198.88,0,4,6,77,58,17
242,138.94,0,4,6,1,58,32
243,101.94,0,4,6,31,39,28
244,93.48,0,4,6,26,9,32
245,100.0,0,5,6,12,59,17
246,620.6,0,7,6,115,59,17
247,498.8,0,7,6,74,59,17
248,399.49,0,8,6,6,77,41
249,330.59,0,8,6,110,65,18
250,284.89,0,8,6,140,59,17
251,284.5,0,8,6,86,59,17
252,266.2,0,8,6,121,95,32
253,233.5,0,8,6,110,77,17
254,233.5,0,8,6,110,77,17
255,156.96,0,8,6,140,58,32
256,130.33,0,8,6,140,16,28
257,102.7,0,8,6,141,32,32
258,68.56,0,8,6,140,58,32
259,427.23,2,9,6,77,60,17
260,379.9,0,9,6,115,59,17
261,322.6,0,9,6,107,59,17
262,322.6,0,9,6,107,59,17
263,297.2,0,9,6,1,44,27
264,274.88,2,9,6,77,58,17
265,269.74,0,9,6,106,1,32
266,195.93,0,9,6,77,16,28
267,149.8,0,9,6,6,59,17
268,123.93,0,9,6,74,61,28
269,423.68,0,10,6,49,59,44
270,150.9,0,10,6,121,58,17
271,150.9,0,10,6,121,58,17
272,719.2,0,11,6,84,59,17
273,182.49,0,11,6,66,33,32
274,147.6,0,12,6,109,4,17
275,129.28,0,12,6,77,59,17
276,128.91,0,12,6,66,59,18
277,973.73,0,13,6,134,59,17
278,973.73,0,13,6,134,59,17
279,2761.23,2,14,6,195,59,65
280,2761.23,2,14,6,195,59,65
281,2761.23,2,14,6,195,59,65
282,2761.23,2,14,6,195,59,65
283,3366.5,1,15,6,8,58,17
284,1081.43,0,15,6,195,59,17
285,599.7,0,15,6,191,59,17
286,587.09,0,15,6,191,59,18
287,506.3,2,15,6,70,59,17
288,506.3,2,15,6,70,59,17
289,304.0,0,15,6,191,59,17
290,299.17,0,15,6,66,60,17
291,289.28,2,15,6,77,59,17
292,274.0,0,15,6,191,59,17
293,248.22,0,15,6,66,59,17
294,198.82,0,15,6,66,58,17
295,158.9,0,15,6,110,65,18
296,144.93,0,15,6,66,16,28
297,127.92,0,15,6,109,32,17
298,125.72,0,15,6,77,58,28
299,125.72,0,15,6,77,58,28
300,125.72,0,15,6,77,58,28
301,124.37,1,15,6,130,58,17
302,76.48,0,15,6,18,54,32
303,75.06,0,15,6,157,96,54
304,75.06,0,15,6,157,96,54
305,75.06,0,15,6,157,96,54
306,72.06,0,15,6,160,96,54
307,72.06,0,15,6,160,96,54
308,70.94,0,15,6,77,58,28
309,64.0,0,15,6,191,65,44
310,43.99,0,15,6,169,87,54
311,43.99,0,15,6,169,87,54
312,3366.5,1,15,6,8,58,17
313,1081.43,0,15,6,195,59,17
314,481.2,0,16,6,191,65,44
315,460.2,0,16,6,110,35,44
316,460.2,0,16,6,110,35,44
317,248.92,2,16,6,110,32,17
318,187.98,2,16,6,109,39,17
319,81.94,0,16,6,113,39,28
320,66.94,0,16,6,66,58,28
321,59.94,0,16,6,66,58,28
322,43.99,0,16,6,169,87,54
323,572.95,0,17,6,114,60,45
324,517.2,0,17,6,114,59,17
325,501.11,0,17,6,114,60,8
326,316.18,1,17,6,18,59,18
327,288.9,2,17,6,121,58,17
328,264.54,0,17,6,140,58,32
329,238.59,1,17,6,121,59,18
330,230.41,0,17,6,74,60,59
331,166.3,0,17,6,121,59,17
332,156.91,0,17,6,191,58,28
333,154.3,0,17,6,77,59,17
334,65.3,0,17,6,121,59,17
335,65.3,0,17,6,121,59,17
336,65.3,0,17,6,121,59,17
337,65.3,0,17,6,121,59,17
338,65.3,0,17,6,121,59,17
339,65.3,0,17,6,121,59,17
340,65.3,0,17,6,121,59,17
341,58.49,0,17,6,140,58,32
342,54.3,0,17,6,121,59,17
343,54.3,0,17,6,121,59,17
344,37.4,0,17,6,110,65,18
345,37.4,0,17,6,110,65,18
346,37.4,0,17,6,110,65,18
347,37.4,0,17,6,110,65,18
348,37.4,0,17,6,110,65,18
349,37.4,0,17,6,110,65,18
350,37.4,0,17,6,110,65,18
351,37.4,0,17,6,110,65,18
352,37.4,0,17,6,110,65,18
353,31.5,0,17,6,110,77,17
354,17.18,0,17,6,110,59,17
355,636.95,0,18,6,114,60,45
356,636.95,0,18,6,114,60,45
357,636.95,0,18,6,114,60,45
358,288.9,2,18,6,121,58,17
359,195.6,0,18,6,197,59,17
360,184.9,0,18,6,121,58,17
361,176.3,0,18,6,121,59,17
362,72.1,0,18,6,117,58,28
363,72.1,0,18,6,117,58,28
364,72.1,0,18,6,117,58,28
365,72.1,0,18,6,117,58,28
366,72.1,0,18,6,117,58,28
367,72.1,0,18,6,117,58,28
368,56.94,0,18,6,113,10,28
369,1914.03,2,19,6,59,59,65
370,274.82,2,19,6,66,58,17
371,1914.03,2,19,6,59,59,65
372,2885.93,2,20,6,56,59,17
373,2885.93,2,20,6,56,59,17
374,2111.93,1,21,6,195,59,17
375,2111.93,1,21,6,195,59,17
376,459.0,0,21,6,74,59,17
377,362.11,0,21,6,74,60,59
378,335.67,0,21,6,74,58,28
379,167.05,0,21,6,23,96,54
380,102.06,0,21,6,23,96,54
381,2111.93,1,21,6,195,59,17
382,2111.93,1,21,6,195,59,17
383,3286.53,2,22,6,166,59,17
384,341.3,0,22,6,121,59,17
385,340.22,0,22,6,66,59,17
386,331.8,0,22,6,52,59,55
387,323.5,0,22,6,152,59,17
388,282.59,0,22,6,74,59,59
389,3286.53,2,22,6,166,59,17
390,761.0,0,23,6,12,59,17
391,315.1,0,23,6,147,59,55
392,310.91,0,23,6,6,60,41
393,274.88,2,23,6,77,58,17
394,248.22,0,23,6,66,59,17
395,211.0,0,23,6,109,65,17
396,198.88,0,23,6,66,58,17
397,198.88,0,23,6,66,58,17
398,179.25,0,23,6,197,60,17
399,83.43,0,23,6,18,58,32
400,83.43,0,23,6,18,58,32
401,1311.23,0,24,6,12,59,17
402,186.9,2,24,6,66,58,17
403,163.93,0,24,6,140,16,28
404,137.48,0,24,6,140,58,32
405,93.94,0,24,6,77,96,28
406,1311.23,0,24,6,12,59,17
407,485.04,2,25,6,1,59,17
408,354.87,2,25,6,1,59,17
409,346.04,2,25,6,1,59,17
410,312.8,0,25,6,172,58,32
411,312.8,0,25,6,172,58,32
412,304.18,1,25,6,18,59,18
413,304.18,1,25,6,18,59,18
414,273.9,0,25,6,154,58,17
415,196.89,0,25,6,140,59,17
416,190.98,0,25,6,91,58,32
417,103.92,0,25,6,111,32,17
418,214.21,0,26,6,169,32,28
419,158.5,0,26,6,110,77,17
420,103.2,0,26,6,110,105,17
421,4649.33,2,27,6,166,59,17
422,3350.77,2,27,6,166,12,17
423,4649.33,2,27,6,166,59,17
424,3350.77,2,27,6,166,12,17
425,1446.93,0,28,6,148,59,5
426,352.18,2,28,6,18,59,18
427,344.11,0,28,6,74,60,59
428,325.8,0,28,6,107,59,17
429,40.52,0,28,6,110,59,5
430,1446.93,0,28,6,148,59,5
431,415.2,0,29,6,33,59,17
432,309.98,0,29,6,121,95,32
433,246.13,0,29,6,121,59,17
434,240.96,0,29,6,140,58,32
435,240.96,0,29,6,140,58,32
436,193.96,0,29,6,140,58,32
437,179.7,0,29,6,119,59,17
438,178.85,0,29,6,197,60,17
439,79.84,0,29,6,60,58,1
440,39.94,0,29,6,19,57,28
441,39.94,0,29,6,19,57,28
442,39.94,0,29,6,19,57,28
443,39.94,0,29,6,19,57,28
444,533.7,0,30,6,107,59,17
445,222.18,1,30,6,18,59,18
446,222.18,1,30,6,18,59,18
447,222.18,1,30,6,18,59,18
448,152.0,0,30,6,82,58,13
449,152.0,0,30,6,82,58,13
450,146.23,0,30,6,77,60,17
451,146.23,0,30,6,77,60,17
452,365.23,0,1,7,77,60,17
453,274.88,2,1,7,77,58,17
454,95.97,0,1,7,19,59,1
455,83.98,0,1,7,109,78,32
456,70.99,0,1,7,109,78,32
457,59.0,0,1,7,111,37,59
458,367.65,0,2,7,70,60,18
459,367.65,0,2,7,70,60,18
460,328.01,0,2,7,67,60,41
461,227.81,0,2,7,67,60,8
462,91.9,0,2,7,77,58,17
463,150.94,0,3,7,109,39,28
464,1027.73,2,4,7,37,59,17
465,1027.73,2,4,7,37,59,17
466,1027.73,2,4,7,37,59,17
467,1027.73,2,4,7,37,59,17
468,2786.93,2,6,7,101,59,65
469,339.8,0,6,7,76,59,17
470,339.8,0,6,7,76,59,17
471,288.9,2,6,7,121,58,17
472,255.2,0,6,7,33,59,17
473,246.11,0,6,7,114,60,8
474,206.11,0,6,7,114,60,8
475,164.21,0,6,7,18,27,32
476,135.7,0,6,7,26,32,32
477,89.9,0,6,7,121,58,17
478,21.98,0,6,7,18,27,32
479,2786.93,2,6,7,101,59,65
480,473.1,0,7,7,92,13,59
481,471.19,0,7,7,49,59,18
482,395.4,1,7,7,191,65,59
483,293.6,1,7,7,171,59,55
484,150.9,0,7,7,121,58,17
485,211.0,2,8,7,109,65,17
486,152.3,0,8,7,1,80,18
487,152.3,0,8,7,1,80,18
488,87.93,0,8,7,19,58,28
489,280.91,0,9,7,60,60,8
490,183.28,0,9,7,77,59,17
491,183.28,0,9,7,77,59,17
492,123.98,0,9,7,60,58,1
493,117.98,0,9,7,109,1,32
494,117.98,0,9,7,109,1,32
495,90.94,0,9,7,66,58,28
496,449.52,0,10,7,5,59,18
497,449.52,0,10,7,5,59,18
498,74.47,0,10,7,31,29,1
499,783.93,1,12,7,129,59,5
500,124.93,0,13,7,66,96,28
501,83.47,0,13,7,90,58,28
502,83.47,0,13,7,90,58,28
503,313.17,0,14,7,66,60,17
504,199.56,0,14,7,172,32,32
505,199.56,0,14,7,172,32,32
506,199.56,0,14,7,172,32,32
507,172.93,0,14,7,66,96,28
508,2011.23,2,15,7,129,59,5
509,419.75,0,15,7,106,45,32
510,419.75,0,15,7,106,45,32
511,419.75,0,15,7,106,45,32
512,2011.23,2,15,7,129,59,5
513,171.9,0,16,7,121,58,17
514,171.9,0,16,7,121,58,17
515,100.0,2,16,7,129,59,5
516,155.82,0,17,7,109,45,32
517,155.82,0,17,7,109,45,32
518,114.98,0,18,7,93,58,32
519,379.23,2,20,7,77,60,17
520,337.18,0,20,7,18,59,18
521,337.18,0,20,7,18,59,18
522,244.93,0,20,7,95,58,36
523,360.0,0,21,7,84,59,17
524,289.22,2,22,7,66,59,17
525,110.94,0,22,7,66,61,28
526,464.82,2,23,7,66,58,17
527,365.92,0,23,7,66,95,32
528,365.92,0,23,7,66,95,32
529,365.92,0,23,7,66,95,32
530,311.99,0,23,7,18,13,32
531,290.91,0,23,7,18,58,32
532,274.1,0,23,7,159,58,17
533,274.1,0,23,7,159,58,17
534,229.96,0,23,7,65,32,15
535,95.49,0,23,7,93,27,32
536,95.49,0,23,7,93,27,32
537,95.49,0,23,7,93,27,32
538,222.0,2,24,7,110,32,18
539,175.96,0,24,7,1,58,32
540,94.48,0,24,7,26,32,32
541,60.0,0,24,7,77,58,17
542,60.0,0,24,7,77,60,17
543,274.88,2,27,7,77,58,17
544,212.9,0,27,7,121,58,17
545,211.0,2,27,7,110,65,17
546,190.9,0,27,7,121,32,18
547,179.85,0,27,7,6,80,41
548,178.93,0,27,7,90,61,28
549,174.23,0,27,7,90,61,28
550,174.23,0,27,7,90,61,28
551,157.3,0,27,7,121,59,17
552,150.9,0,27,7,121,58,17
553,136.93,0,27,7,19,96,28
554,130.93,0,27,7,19,96,28
555,123.0,0,27,7,141,16,11
556,28.0,0,27,7,77,60,17
557,440.6,0,28,7,97,58,46
558,364.89,2,28,7,140,59,17
559,289.28,0,28,7,77,59,17
560,167.22,0,28,7,66,59,17
561,165.22,0,28,7,66,59,17
562,163.88,0,28,7,77,58,17
563,161.22,0,28,7,66,59,17
564,102.0,0,28,7,53,78,11
565,102.0,0,28,7,53,78,11
566,102.0,0,28,7,53,78,11
567,75.7,0,28,7,109,78,32
568,289.28,2,29,7,77,59,17
569,278.91,0,29,7,18,13,32
570,178.89,0,29,7,18,58,32
571,78.02,0,29,7,18,58,32
572,274.88,2,30,7,77,58,17
573,134.93,0,30,7,66,96,28
574,272.2,0,31,7,26,32,32
575,60.0,0,2,8,121,58,17
576,307.28,0,3,8,77,59,17
577,285.28,0,3,8,77,59,17
578,254.49,0,3,8,62,60,8
579,234.49,0,3,8,62,60,8
580,174.93,0,3,8,77,16,28
581,158.93,0,3,8,18,13,32
582,150.5,0,3,8,18,59,18
583,149.0,0,3,8,26,32,32
584,117.66,0,3,8,18,31,32
585,117.0,0,3,8,121,58,17
586,96.11,0,3,8,26,32,32
587,399.23,0,4,8,77,60,17
588,377.8,0,4,8,77,65,32
589,375.3,0,4,8,152,59,17
590,248.98,0,4,8,110,39,17
591,248.98,0,4,8,110,39,17
592,248.98,0,4,8,110,39,17
593,155.96,0,4,8,141,58,32
594,155.96,0,4,8,141,58,32
595,152.88,0,4,8,77,58,17
596,130.93,0,4,8,77,16,28
597,129.98,0,4,8,110,39,17
598,118.93,0,4,8,77,96,28
599,10.0,0,4,8,77,58,17
600,611.7,2,5,8,69,58,17
601,308.28,2,5,8,77,59,17
602,208.88,0,5,8,77,58,17
603,147.88,0,5,8,77,58,17
604,126.9,0,5,8,77,58,17
605,107.88,0,5,8,77,58,17
606,376.8,0,6,8,77,65,32
607,265.98,0,6,8,1,58,32
608,173.23,0,6,8,111,39,17
609,91.94,0,6,8,109,39,28
610,278.81,0,7,8,19,59,1
