, Total Cost ex VAT ,Travel Class,day,month,Journey Finish Point_le,Journey Start Point_le,Air Carrier_le
1791,273.3,0,28,6,167,1,27
1792,233.24,0,28,6,167,39,32
1793,202.96,0,28,6,167,77,32
1794,159.87,0,28,6,167,9,32
1795,153.3,0,28,6,1,59,17
1796,146.23,0,28,6,111,39,17
1797,1047.88,2,28,6,159,77,41
1798,480.12,0,29,6,167,97,32
1799,441.4,0,29,6,173,95,8
1800,432.12,0,29,6,167,97,32
1801,323.3,0,29,6,167,1,27
1802,273.3,2,29,6,167,1,27
1803,273.3,2,29,6,167,1,27
1804,215.62,0,29,6,6,33,32
1805,45.0,2,29,6,86,59,31
1806,711.0,2,30,6,61,58,17
1807,515.9,0,30,6,6,16,41
1808,500.34,0,30,6,6,32,41
1809,486.9,0,30,6,120,58,9
1810,411.1,2,30,6,75,58,17
1811,302.98,0,30,6,84,59,44
1812,253.24,0,30,6,167,39,32
1813,193.96,0,30,6,140,58,32
1814,186.76,0,30,6,167,39,32
1815,555.9,2,1,7,136,4,8
1816,295.61,0,1,7,106,97,32
1817,191.3,0,1,7,1,95,27
1818,181.34,0,1,7,140,95,32
1819,142.96,0,1,7,140,95,32
1820,142.96,0,1,7,140,95,32
1821,92.22,0,1,7,77,95,32
1822,92.22,0,1,7,77,95,32
1823,7287.33,2,2,7,175,59,65
1824,7287.33,2,2,7,175,59,65
1825,323.3,0,2,7,1,95,27
1826,116.48,0,2,7,167,77,32
1827,7287.33,2,2,7,175,59,65
1828,7287.33,2,2,7,175,59,65
1829,508.2,0,3,7,136,74,8
1830,88.36,0,3,7,140,95,32
1831,2158.43,2,5,7,59,59,65
1832,264.29,0,5,7,49,59,18
1833,249.24,0,5,7,167,39,32
1834,218.71,0,5,7,18,95,32
1835,155.15,0,5,7,18,39,32
1836,14.0,0,5,7,106,39,32
1837,2158.43,2,5,7,59,59,65
1838,2736.23,2,6,7,59,59,17
1839,1027.69,2,6,7,11,77,8
1840,410.62,0,6,7,106,39,32
1841,392.7,1,6,7,25,58,21
1842,322.74,0,6,7,1,55,32
1843,322.74,0,6,7,1,55,32
1844,313.5,0,6,7,172,1,27
1845,272.71,0,6,7,18,95,32
1846,272.71,0,6,7,18,95,32
1847,272.71,0,6,7,18,95,32
1848,272.71,0,6,7,18,95,32
1849,241.5,0,6,7,172,1,27
1850,241.5,0,6,7,172,1,27
1851,233.24,0,6,7,167,39,32
1852,225.9,0,6,7,99,59,35
1853,225.9,0,6,7,99,59,35
1854,210.53,0,6,7,52,58,28
1855,203.95,0,6,7,167,54,32
1856,175.96,0,6,7,167,32,32
1857,1027.69,2,6,7,11,77,8
1858,2736.23,2,6,7,59,59,17
1859,1050.88,2,7,7,159,77,41
1860,199.15,0,7,7,18,39,32
1861,181.75,0,7,7,167,45,32
1862,165.98,0,7,7,167,39,32
1863,100.94,0,7,7,150,58,28
1864,1050.88,2,7,7,159,77,41
1865,2149.78,2,8,7,16,77,41
1866,210.89,0,8,7,167,9,32
1867,206.99,0,8,7,105,95,32
1868,135.59,0,8,7,167,83,32
1869,2149.78,2,8,7,16,77,41
1870,2736.23,2,9,7,59,59,17
1871,717.34,0,9,7,154,77,17
1872,280.24,0,9,7,167,39,32
1873,2736.23,2,9,7,59,59,17
1874,691.4,2,10,7,6,44,41
1875,625.0,2,10,7,16,77,41
1876,273.3,0,12,7,167,1,27
1877,269.24,0,12,7,167,39,32
1878,256.9,0,12,7,167,97,32
1879,115.74,0,12,7,110,1,17
1880,782.03,2,13,7,92,59,17
1881,552.2,2,13,7,154,58,17
1882,205.5,0,13,7,33,59,17
1883,493.12,0,14,7,172,95,32
1884,330.2,0,14,7,26,32,32
1885,213.3,3,14,7,16,73,20
1886,186.96,0,14,7,167,32,32
1887,162.72,0,14,7,106,58,32
1888,157.98,0,14,7,167,77,32
1889,151.1,0,14,7,77,95,32
1890,144.0,0,14,7,109,1,32
1891,139.98,0,14,7,109,1,32
1892,134.48,0,14,7,77,95,32
1893,132.3,0,14,7,76,59,17
1894,95.49,0,14,7,167,77,32
1895,80.0,2,14,7,110,85,17
1896,8.7,2,14,7,16,7,41
1897,433.3,0,15,7,1,95,27
1898,424.26,0,15,7,77,95,32
1899,403.42,0,15,7,107,59,41
1900,388.89,0,15,7,18,95,32
1901,365.0,0,15,7,84,59,17
1902,365.0,0,15,7,84,59,17
1903,364.26,0,15,7,167,39,32
1904,342.76,0,15,7,118,58,1
1905,334.0,0,15,7,172,95,32
1906,313.5,0,15,7,1,97,27
1907,237.98,0,15,7,109,78,32
1908,191.3,0,15,7,1,95,27
1909,191.3,0,15,7,1,95,27
1910,81.48,0,15,7,66,95,32
1911,47.15,0,15,7,109,38,28
1912,39.0,0,15,7,111,39,17
1913,14.0,0,15,7,109,38,28
1914,7288.83,2,16,7,175,59,65
1915,616.24,0,16,7,167,1,32
1916,323.3,0,16,7,167,1,27
1917,150.76,0,16,7,167,39,32
1918,141.98,0,16,7,167,77,32
1919,132.5,0,16,7,50,25,49
1920,119.48,0,16,7,109,1,32
1921,7288.83,2,16,7,175,59,65
1922,3127.93,2,17,7,158,59,42
1923,219.15,0,17,7,18,39,32
1924,3127.93,2,17,7,158,59,42
1925,1450.0,2,18,7,174,98,10
1926,365.06,0,18,7,18,55,32
1927,221.12,0,18,7,167,97,32
1928,221.12,0,18,7,167,97,32
1929,1450.0,2,18,7,174,98,10
1930,426.12,0,20,7,167,97,32
1931,366.92,0,20,7,167,32,32
1932,354.98,0,20,7,167,39,32
1933,326.7,0,20,7,40,95,8
1934,323.3,0,20,7,167,1,27
1935,308.39,0,20,7,154,77,17
1936,265.97,0,20,7,90,95,32
1937,206.96,0,20,7,167,32,32
1938,202.87,0,20,7,167,9,32
1939,75.0,0,20,7,167,9,32
1940,25.98,0,20,7,167,97,32
1941,761.09,0,21,7,154,77,8
1942,642.5,2,21,7,154,59,17
1943,628.0,0,21,7,84,16,41
1944,206.76,0,21,7,167,39,32
1945,163.11,0,21,7,90,97,32
1946,163.11,0,21,7,90,97,32
1947,323.3,0,22,7,1,95,27
1948,286.62,0,22,7,172,39,32
1949,283.24,0,22,7,167,39,32
1950,178.94,0,22,7,109,1,32
1951,153.3,0,22,7,1,59,17
1952,153.3,0,22,7,1,59,17
1953,119.0,0,22,7,40,19,8
1954,134.34,0,23,7,167,77,32
1955,103.48,0,24,7,77,95,32
1956,1639.1,2,25,7,11,59,17
1957,114.55,0,25,7,18,39,32
1958,81.48,0,25,7,172,39,32
1959,1639.1,2,25,7,11,59,17
1960,562.5,2,27,7,154,59,17
1961,346.62,0,27,7,172,39,32
1962,301.26,0,27,7,167,39,32
1963,264.83,0,27,7,90,58,32
1964,223.8,0,27,7,60,57,54
1965,162.98,0,27,7,93,95,32
1966,132.5,0,27,7,48,25,49
1967,123.76,0,27,7,167,39,32
1968,117.3,0,27,7,105,95,27
1969,99.93,0,27,7,31,32,28
1970,690.2,2,28,7,137,58,17
1971,417.0,0,28,7,6,59,17
1972,238.97,0,28,7,1,9,32
1973,222.98,0,28,7,167,77,32
1974,179.24,0,28,7,167,39,32
1975,157.98,0,28,7,140,95,32
1976,141.98,0,28,7,140,95,32
1977,105.68,0,28,7,77,97,32
1978,104.98,0,28,7,167,77,32
1979,81.99,0,28,7,167,54,32
1980,76.2,0,28,7,181,39,32
1981,73.36,0,28,7,140,95,32
1982,65.0,0,28,7,90,9,32
1983,60.0,2,28,7,154,59,17
1984,40.0,2,28,7,110,85,17
1985,284.98,0,29,7,109,1,32
1986,86.94,0,29,7,136,58,28
1987,40.0,0,29,7,51,102,49
1988,681.7,0,30,7,84,44,41
1989,538.1,0,30,7,6,44,41
1990,346.62,0,30,7,20,39,32
1991,111.84,0,30,7,109,74,32
1992,76.0,0,30,7,172,39,32
1993,99.98,0,31,7,77,95,32
1994,99.98,0,31,7,77,95,32
1995,775.5,2,1,8,86,59,17
1996,497.75,0,1,8,36,96,28
1997,93.98,0,1,8,172,39,32
1998,93.98,0,1,8,172,39,32
1999,60.0,0,1,8,167,97,32
2000,60.0,0,1,8,167,97,32
2001,593.6,0,2,8,154,58,17
2002,410.62,0,2,8,106,39,32
2003,410.62,0,2,8,77,55,32
2004,193.87,0,2,8,167,9,32
2005,193.87,0,2,8,167,9,32
2006,887.0,2,3,8,117,99,41
2007,414.0,0,3,8,192,63,35
2008,300.7,0,3,8,99,59,35
2009,217.97,0,3,8,1,9,32
2010,157.46,0,3,8,1,9,32
2011,695.99,0,4,8,75,77,8
2012,323.3,0,4,8,167,1,27
2013,178.95,0,4,8,167,54,32
2014,73.14,0,4,8,77,102,32
2015,608.0,2,5,8,145,58,61
2016,551.6,2,5,8,154,58,17
2017,404.46,0,5,8,76,61,50
2018,334.62,0,5,8,77,97,32
2019,300.24,0,5,8,167,39,32
2020,220.0,0,5,8,167,1,27
2021,191.3,0,5,8,1,95,27
2022,175.49,0,5,8,167,9,32
2023,154.89,0,5,8,18,95,32
2024,116.55,0,5,8,77,9,32
2025,116.55,0,5,8,77,9,32
2026,76.49,0,5,8,167,32,32
2027,40.0,2,5,8,154,58,17
2028,1206.48,2,6,8,159,77,41
2029,1206.48,2,6,8,159,77,41
2030,3322.03,2,7,8,139,59,22
2031,241.89,0,7,8,18,95,32
2032,235.98,0,7,8,109,1,32
2033,230.3,2,7,8,1,59,17
2034,224.73,0,7,8,172,60,17
2035,208.9,0,7,8,167,97,32
2036,101.39,0,7,8,18,58,32
2037,80.0,2,7,8,110,85,17
2038,47.5,0,7,8,113,38,50
2039,3322.03,2,7,8,139,59,22
2040,31.0,0,8,8,117,109,35
2041,276.6,0,9,8,143,1,27
2042,125.41,0,9,8,140,95,32
2043,102.94,0,9,8,1,58,28
2044,551.7,2,10,8,154,58,17
2045,449.98,0,10,8,167,32,32
2046,204.96,0,10,8,66,95,32
2047,142.48,0,10,8,1,54,32
2048,140.41,0,10,8,169,39,28
2049,140.41,0,10,8,169,39,28
2050,194.74,0,11,8,106,1,32
2051,194.74,0,11,8,106,1,32
2052,140.97,0,11,8,167,54,32
2053,269.55,0,12,8,150,58,28
2054,155.48,0,12,8,18,1,32
2055,148.93,0,12,8,90,16,28
2056,323.3,0,13,8,167,1,27
2057,265.98,0,13,8,66,95,32
2058,204.64,0,13,8,66,55,32
2059,204.64,0,13,8,66,55,32
2060,130.98,0,13,8,111,39,17
2061,179.0,0,14,8,89,1,27
2062,128.01,0,14,8,77,95,32
2063,128.01,0,14,8,77,95,32
2064,119.48,0,14,8,109,1,32
2065,68.48,0,14,8,140,9,32
2066,38.0,0,14,8,77,95,32
2067,38.0,0,14,8,77,95,32
2068,68.48,0,15,8,109,1,32
2069,38.0,0,15,8,172,39,32
2070,38.0,0,15,8,172,39,32
2071,296.6,0,16,8,99,59,34
2072,410.12,0,17,8,167,97,32
2073,378.38,0,17,8,1,55,32
2074,239.97,0,17,8,1,9,32
2075,89.93,0,17,8,19,39,28
2076,61.0,0,17,8,99,59,34
2077,401.9,0,18,8,13,59,17
2078,221.89,0,18,8,167,9,32
2079,158.24,0,18,8,167,39,32
2080,2001.73,2,19,8,165,59,41
2081,868.33,2,19,8,92,59,63
2082,518.1,0,19,8,117,59,35
2083,341.12,0,19,8,167,97,32
2084,323.3,0,19,8,1,95,27
2085,323.3,0,19,8,1,95,27
2086,306.24,0,19,8,167,39,32
2087,60.0,0,19,8,13,59,17
2088,25.98,0,19,8,167,97,32
2089,2001.73,2,19,8,165,59,41
2090,521.3,0,20,8,1,95,27
2091,226.96,0,20,8,167,32,32
2092,197.3,0,20,8,1,95,27
2093,3147.23,2,23,8,158,59,42
2094,520.0,0,23,8,117,77,35
2095,394.69,0,23,8,167,55,32
2096,283.7,0,23,8,99,59,34
2097,3147.23,2,23,8,158,59,42
2098,877.83,2,24,8,92,59,17
2099,521.3,0,24,8,1,95,27
2100,454.6,0,24,8,99,59,35
2101,433.3,0,24,8,1,95,27
2102,306.3,0,24,8,167,1,27
2103,228.09,0,24,8,66,9,32
2104,198.0,0,24,8,167,1,27
2105,192.0,0,24,8,167,1,27
2106,178.43,0,24,8,73,32,54
2107,155.97,0,24,8,167,54,32
2108,1950.13,1,25,8,165,59,65
2109,773.11,0,25,8,106,95,32
2110,506.94,0,25,8,6,32,41
2111,410.56,0,25,8,106,32,32
2112,390.74,0,25,8,1,55,32
2113,321.12,0,25,8,172,39,32
2114,321.12,0,25,8,172,39,32
2115,285.24,0,25,8,167,39,32
2116,223.24,0,25,8,167,39,32
2117,222.61,0,25,8,90,97,32
2118,214.96,0,25,8,1,58,32
2119,203.24,0,25,8,167,39,32
2120,197.87,0,25,8,90,58,17
2121,197.87,0,25,8,90,58,17
2122,197.87,0,25,8,90,58,17
2123,191.26,0,25,8,167,39,32
2124,119.8,0,25,8,79,59,17
2125,119.8,0,25,8,79,59,17
2126,77.45,0,25,8,90,16,28
2127,77.45,0,25,8,90,16,28
2128,1950.13,1,25,8,165,59,65
2129,409.23,2,26,8,111,39,17
2130,332.0,0,27,8,123,65,8
2131,120.93,0,27,8,77,10,28
2132,284.0,0,28,8,117,109,35
2133,261.83,0,28,8,6,95,32
2134,208.17,0,28,8,18,39,32
2135,197.3,0,28,8,1,95,27
2136,50.0,0,29,8,123,67,8
2137,351.5,0,30,8,123,65,8
2138,205.33,0,30,8,1,58,32
2139,25.98,0,30,8,1,58,32
2140,2711.53,2,31,8,158,59,42
2141,2711.53,2,31,8,158,59,42
2142,479.28,0,31,8,110,39,17
2143,479.28,0,31,8,110,39,17
2144,180.33,0,31,8,109,1,32
2145,2711.53,2,31,8,158,59,42
2146,2711.53,2,31,8,158,59,42
2147,323.3,0,1,9,1,95,27
2148,303.6,0,1,9,142,59,17
2149,238.5,0,1,9,154,58,17
2150,198.5,0,1,9,52,59,17
2151,198.5,0,1,9,52,59,17
2152,134.96,0,1,9,82,58,32
2153,109.0,0,1,9,111,90,8
2154,87.0,0,1,9,111,90,8
2155,64.0,0,1,9,109,1,32
2156,321.62,0,2,9,172,39,32
2157,264.69,0,2,9,18,39,32
2158,230.22,0,2,9,18,95,32
2159,169.32,0,2,9,140,9,32
2160,135.48,0,2,9,77,95,32
2161,108.48,0,2,9,140,95,32
2162,348.99,0,3,9,188,58,26
2163,294.59,0,3,9,18,95,32
2164,260.87,0,3,9,18,39,32
2165,260.87,0,3,9,18,39,32
2166,230.55,0,3,9,6,95,32
2167,230.55,0,3,9,6,95,32
2168,221.57,0,3,9,18,95,32
2169,170.8,0,3,9,167,9,32
2170,158.93,0,3,9,6,65,28
2171,134.01,0,3,9,18,39,32
2172,51.25,0,3,9,188,58,26
2173,2374.6,2,4,9,135,99,41
2174,2374.6,2,4,9,135,99,41
2175,568.39,0,6,9,167,55,32
2176,433.3,0,6,9,167,1,27
2177,378.39,0,6,9,167,97,32
2178,298.57,0,6,9,167,9,32
2179,283.3,0,6,9,167,1,27
2180,283.3,0,6,9,167,1,27
2181,276.6,0,6,9,143,1,27
2182,275.57,0,6,9,167,9,32
2183,264.94,0,6,9,77,95,32
2184,231.94,0,6,9,167,39,32
2185,196.22,0,6,9,167,9,32
2186,183.66,0,6,9,167,65,32
2187,135.31,0,6,9,143,32,32
2188,81.37,0,6,9,167,97,32
2189,1.0,0,6,9,143,32,32
2190,1050.88,2,7,9,159,77,41
2191,577.07,0,7,9,107,32,61
2192,473.0,0,7,9,107,99,41
2193,410.62,0,7,9,106,39,32
2194,410.56,0,7,9,106,32,32
2195,408.21,0,7,9,167,97,32
2196,257.57,0,7,9,167,9,32
2197,251.98,0,7,9,73,32,54
2198,194.73,0,7,9,169,39,28
2199,194.73,0,7,9,169,39,28
2200,164.67,0,7,9,167,54,32
2201,128.11,0,7,9,167,39,32
2202,109.83,0,7,9,66,9,32
2203,91.2,0,7,9,52,58,51
2204,12.0,0,7,9,52,58,51
2205,1050.88,2,7,9,159,77,41
2206,329.68,0,8,9,109,1,32
2207,323.3,0,8,9,167,1,27
2208,321.62,0,8,9,172,39,32
2209,313.66,0,8,9,109,77,32
2210,302.8,0,8,9,84,59,17
2211,302.8,0,8,9,84,59,17
2212,249.31,0,8,9,154,58,28
2213,248.92,2,8,9,111,32,17
2214,173.14,0,8,9,77,97,32
2215,159.44,0,8,9,106,1,32
2216,155.48,0,8,9,172,39,32
2217,182.68,0,9,9,167,77,32
2218,39.0,0,9,9,167,39,32
2219,39.0,0,9,9,105,95,32
2220,181.46,0,10,9,6,95,32
2221,160.24,0,10,9,167,39,32
2222,142.66,0,10,9,66,95,32
2223,125.98,0,10,9,167,77,32
2224,122.83,0,10,9,66,95,32
2225,72.94,0,10,9,19,32,28
2226,2391.6,2,11,9,43,20,17
2227,2391.6,2,11,9,43,20,17
2228,615.39,0,13,9,154,77,8
2229,290.7,0,13,9,84,59,17
2230,192.0,0,13,9,167,1,27
2231,158.2,0,13,9,1,99,27
2232,126.83,0,13,9,167,9,32
2233,594.67,0,14,9,28,32,41
2234,283.3,0,14,9,1,95,27
2235,283.3,0,14,9,1,95,27
2236,279.72,0,14,9,167,97,32
2237,216.83,0,14,9,6,95,32
2238,211.94,0,14,9,167,39,32
2239,206.78,0,14,9,153,95,32
2240,206.53,0,14,9,78,39,32
2241,190.51,0,14,9,162,60,8
2242,162.24,0,14,9,167,39,32
2243,150.73,0,14,9,18,95,32
2244,146.2,0,14,9,75,58,17
2245,140.2,0,14,9,75,58,17
2246,101.94,0,14,9,90,58,28
2247,91.06,0,14,9,1,65,32
2248,11.99,0,14,9,1,65,32
2249,561.2,2,15,9,123,58,17
2250,424.5,0,15,9,120,59,9
2251,370.68,0,15,9,66,95,32
2252,323.3,0,15,9,1,95,27
2253,284.85,0,15,9,18,39,32
2254,275.96,0,15,9,77,95,32
2255,252.49,0,15,9,84,59,18
2256,246.0,2,15,9,120,59,9
2257,231.94,0,15,9,109,1,32
2258,231.47,0,15,9,66,95,32
2259,227.96,0,15,9,77,95,32
2260,188.65,0,15,9,167,54,32
2261,150.0,0,15,9,77,95,32
2262,129.5,0,15,9,121,1,18
2263,128.92,0,15,9,66,95,32
2264,85.95,0,15,9,66,9,32
2265,50.48,0,15,9,66,21,32
2266,38.97,0,15,9,172,95,32
2267,545.58,0,16,9,172,95,32
2268,465.68,0,16,9,167,32,32
2269,346.12,0,16,9,172,39,32
2270,346.12,0,16,9,172,39,32
2271,251.59,0,16,9,18,95,32
2272,228.32,0,16,9,172,9,32
2273,199.04,0,16,9,110,1,17
2274,475.87,0,17,9,167,50,32
2275,333.3,0,17,9,167,1,27
2276,309.94,0,17,9,167,39,32
2277,305.96,0,17,9,167,39,32
2278,285.94,0,17,9,167,39,32
2279,254.16,0,17,9,167,97,32
2280,249.51,0,17,9,109,45,32
2281,213.68,0,17,9,167,77,32
2282,188.68,0,17,9,167,77,32
2283,172.5,0,17,9,167,32,32
2284,151.83,0,17,9,167,32,32
2285,101.92,0,17,9,167,32,32
2286,79.93,0,17,9,31,45,28
2287,79.42,0,17,9,167,97,32
2288,49.94,0,17,9,31,32,28
2289,274.26,0,18,9,167,97,32
2290,139.69,0,18,9,1,59,18
2291,433.3,0,20,9,167,1,27
2292,375.65,0,20,9,187,21,41
2293,275.96,0,20,9,167,39,32
2294,250.51,0,20,9,109,45,32
2295,248.5,0,20,9,142,95,8
2296,217.0,0,20,9,167,1,27
2297,112.83,0,20,9,105,95,32
2298,97.84,0,20,9,167,32,32
2299,97.84,0,20,9,167,32,32
2300,1286.3,2,21,9,150,59,17
2301,500.06,0,21,9,167,55,32
2302,491.9,0,21,9,1,16,27
2303,475.9,0,21,9,1,21,27
2304,433.3,0,21,9,1,95,27
2305,399.9,0,21,9,1,16,27
2306,293.3,0,21,9,1,95,27
2307,257.4,0,21,9,1,54,27
2308,252.16,0,21,9,73,29,54
2309,223.13,0,21,9,153,95,32
2310,223.13,0,21,9,153,95,32
2311,216.3,0,21,9,1,95,27
2312,202.89,0,21,9,68,32,32
2313,200.9,0,21,9,1,16,27
2314,191.3,0,21,9,1,95,27
2315,177.0,0,21,9,176,58,30
2316,156.4,0,21,9,1,54,27
2317,154.11,0,21,9,6,95,32
2318,151.5,0,21,9,1,97,27
2319,25.98,0,21,9,167,55,32
2320,9.29,0,21,9,73,29,54
2321,1286.3,2,21,9,150,59,17
2322,459.0,0,22,9,96,9,32
2323,413.04,0,22,9,109,55,32
2324,345.59,0,22,9,142,77,17
2325,288.3,0,22,9,1,95,27
2326,284.69,0,22,9,1,59,18
2327,243.3,2,22,9,1,59,17
2328,228.8,0,22,9,142,59,17
2329,223.68,0,22,9,140,95,32
2330,219.66,0,22,9,167,32,32
2331,204.62,0,22,9,172,39,32
2332,204.62,0,22,9,172,39,32
2333,191.3,0,22,9,1,95,27
2334,175.66,0,22,9,1,58,32
2335,163.0,0,22,9,28,32,41
2336,93.93,0,22,9,31,45,28
2337,33.46,0,22,9,77,16,28
2338,33.46,0,22,9,77,16,28
2339,741.3,2,23,9,117,59,35
2340,580.2,2,23,9,11,59,17
2341,355.2,0,23,9,89,1,27
2342,354.28,0,23,9,106,97,32
2343,349.96,0,23,9,167,39,32
2344,333.3,0,23,9,1,95,27
2345,316.67,0,23,9,1,9,32
2346,197.3,0,23,9,1,95,27
2347,192.0,0,23,9,167,1,27
2348,139.07,0,23,9,167,1,32
2349,129.04,0,23,9,1,59,17
2350,363.94,0,24,9,167,39,32
2351,273.0,0,24,9,110,1,18
2352,247.4,0,24,9,167,1,32
2353,226.5,0,24,9,142,95,8
2354,205.66,0,24,9,109,1,32
2355,199.0,0,24,9,44,1,27
2356,135.81,0,24,9,167,54,32
2357,110.47,0,24,9,172,45,32
2358,88.83,0,24,9,109,1,32
2359,44.46,0,24,9,31,45,28
2360,44.46,0,24,9,31,45,28
2361,334.28,0,25,9,106,97,32
2362,282.31,0,25,9,172,95,32
2363,195.83,0,25,9,167,32,32
2364,184.9,0,25,9,110,79,17
2365,157.9,0,25,9,110,79,17
2366,99.0,0,25,9,1,59,18
2367,96.83,0,25,9,121,95,32
2368,674.5,0,27,9,46,99,41
2369,406.12,0,27,9,167,97,32
2370,283.3,0,27,9,167,1,27
2371,228.26,0,27,9,167,97,32
2372,223.57,0,27,9,167,9,32
2373,223.57,0,27,9,167,9,32
2374,192.0,0,27,9,167,1,27
2375,178.22,0,27,9,167,9,32
2376,128.93,0,27,9,74,58,28
2377,127.83,0,27,9,167,9,32
2378,103.62,0,27,9,29,95,32
2379,487.53,0,28,9,29,59,8
2380,349.96,0,28,9,167,39,32
2381,316.3,0,28,9,167,1,27
